x,a,b
0,0,1
0.0300752,0.00314869,0.996851
0.0601504,0.00629734,0.993703
0.0902256,0.00944591,0.990554
0.120301,0.0125944,0.987406
0.150376,0.0157426,0.984257
0.180451,0.0188907,0.981109
0.210526,0.0220386,0.977961
0.240602,0.0251861,0.974814
0.270677,0.0283334,0.971667
0.300752,0.0314803,0.96852
0.330827,0.0346268,0.965373
0.360902,0.0377728,0.962227
0.390977,0.0409184,0.959082
0.421053,0.0440634,0.955937
0.451128,0.0472079,0.952792
0.481203,0.0503518,0.949648
0.511278,0.053495,0.946505
0.541353,0.0566376,0.943362
0.571429,0.0597795,0.940221
0.601504,0.0629205,0.937079
0.631579,0.0660608,0.933939
0.661654,0.0692003,0.9308
0.691729,0.0723389,0.927661
0.721805,0.0754765,0.924523
0.75188,0.0786132,0.921387
0.781955,0.0817489,0.918251
0.81203,0.0848836,0.915116
0.842105,0.0880172,0.911983
0.87218,0.0911497,0.90885
0.902256,0.094281,0.905719
0.932331,0.0974112,0.902589
0.962406,0.10054,0.89946
0.992481,0.103668,0.896332
1.02256,0.106794,0.893206
1.05263,0.109919,0.890081
1.08271,0.113043,0.886957
1.11278,0.116165,0.883835
1.14286,0.119286,0.880714
1.17293,0.122405,0.877595
1.20301,0.125523,0.874477
1.23308,0.128639,0.871361
1.26316,0.131753,0.868247
1.29323,0.134866,0.865134
1.32331,0.137977,0.862023
1.35338,0.141087,0.858913
1.38346,0.144194,0.855806
1.41353,0.1473,0.8527
1.44361,0.150404,0.849596
1.47368,0.153506,0.846494
1.50376,0.156606,0.843394
1.53383,0.159705,0.840295
1.56391,0.162801,0.837199
1.59398,0.165895,0.834105
1.62406,0.168988,0.831012
1.65414,0.172078,0.827922
1.68421,0.175166,0.824834
1.71429,0.178251,0.821749
1.74436,0.181335,0.818665
1.77444,0.184416,0.815584
1.80451,0.187495,0.812505
1.83459,0.190572,0.809428
1.86466,0.193647,0.806353
1.89474,0.196719,0.803281
1.92481,0.199788,0.800212
1.95489,0.202855,0.797145
1.98496,0.20592,0.79408
2.01504,0.208982,0.791018
2.04511,0.212042,0.787958
2.07519,0.215099,0.784901
2.10526,0.218153,0.781847
2.13534,0.221205,0.778795
2.16541,0.224254,0.775746
2.19549,0.2273,0.7727
2.22556,0.230344,0.769656
2.25564,0.233384,0.766616
2.28571,0.236422,0.763578
2.31579,0.239457,0.760543
2.34586,0.242489,0.757511
2.37594,0.245518,0.754482
2.40602,0.248545,0.751455
2.43609,0.251568,0.748432
2.46617,0.254588,0.745412
2.49624,0.257605,0.742395
2.52632,0.260619,0.739381
2.55639,0.26363,0.73637
2.58647,0.266638,0.733362
2.61654,0.269643,0.730357
2.64662,0.272644,0.727356
2.67669,0.275642,0.724358
2.70677,0.278637,0.721363
2.73684,0.281629,0.718371
2.76692,0.284617,0.715383
2.79699,0.287602,0.712398
2.82707,0.290583,0.709417
2.85714,0.293561,0.706439
2.88722,0.296536,0.703464
2.91729,0.299507,0.700493
2.94737,0.302475,0.697525
2.97744,0.305439,0.694561
3.00752,0.308399,0.691601
3.03759,0.311356,0.688644
3.06767,0.314309,0.685691
3.09774,0.317259,0.682741
3.12782,0.320205,0.679795
3.15789,0.323147,0.676853
3.18797,0.326085,0.673915
3.21805,0.32902,0.67098
3.24812,0.331951,0.668049
3.2782,0.334878,0.665122
3.30827,0.337802,0.662198
3.33835,0.340721,0.659279
3.36842,0.343636,0.656364
3.3985,0.346548,0.653452
3.42857,0.349456,0.650544
3.45865,0.352359,0.647641
3.48872,0.355259,0.644741
3.5188,0.358155,0.641845
3.54887,0.361046,0.638954
3.57895,0.363934,0.636066
3.60902,0.366818,0.633182
3.6391,0.369697,0.630303
3.66917,0.372572,0.627428
3.69925,0.375443,0.624557
3.72932,0.37831,0.62169
3.7594,0.381173,0.618827
3.78947,0.384031,0.615969
3.81955,0.386886,0.613114
3.84962,0.389736,0.610264
3.8797,0.392581,0.607419
3.90977,0.395423,0.604577
3.93985,0.39826,0.60174
3.96992,0.401092,0.598908
4,0.403921,0.596079
4.03008,0.406745,0.593255
4.06015,0.409564,0.590436
4.09023,0.412379,0.587621
4.1203,0.41519,0.58481
4.15038,0.417996,0.582004
4.18045,0.420798,0.579202
4.21053,0.423595,0.576405
4.2406,0.426388,0.573612
4.27068,0.429176,0.570824
4.30075,0.43196,0.56804
4.33083,0.434739,0.565261
4.3609,0.437513,0.562487
4.39098,0.440283,0.559717
4.42105,0.443048,0.556952
4.45113,0.445809,0.554191
4.4812,0.448565,0.551435
4.51128,0.451316,0.548684
4.54135,0.454062,0.545938
4.57143,0.456804,0.543196
4.6015,0.459541,0.540459
4.63158,0.462274,0.537726
4.66165,0.465001,0.534999
4.69173,0.467724,0.532276
4.7218,0.470443,0.529557
4.75188,0.473156,0.526844
4.78195,0.475864,0.524136
4.81203,0.478568,0.521432
4.84211,0.481267,0.518733
4.87218,0.483961,0.516039
4.90226,0.486651,0.513349
4.93233,0.489335,0.510665
4.96241,0.492015,0.507985
4.99248,0.494689,0.505311
5.02256,0.497359,0.502641
5.05263,0.500024,0.499976
5.08271,0.502684,0.497316
5.11278,0.505339,0.494661
5.14286,0.507989,0.492011
5.17293,0.510635,0.489365
5.20301,0.513275,0.486725
5.23308,0.51591,0.48409
5.26316,0.518541,0.481459
5.29323,0.521166,0.478834
5.32331,0.523787,0.476213
5.35338,0.526402,0.473598
5.38346,0.529013,0.470987
5.41353,0.531618,0.468382
5.44361,0.534219,0.465781
5.47368,0.536814,0.463186
5.50376,0.539405,0.460595
5.53383,0.54199,0.45801
5.56391,0.544571,0.455429
5.59398,0.547146,0.452854
5.62406,0.549717,0.450283
5.65414,0.552282,0.447718
5.68421,0.554843,0.445157
5.71429,0.557398,0.442602
5.74436,0.559948,0.440052
5.77444,0.562494,0.437506
5.80451,0.565034,0.434966
5.83459,0.567569,0.432431
5.86466,0.570099,0.429901
5.89474,0.572624,0.427376
5.92481,0.575144,0.424856
5.95489,0.57766,0.42234
5.98496,0.580169,0.419831
6.01504,0.582674,0.417326
6.04511,0.585174,0.414826
6.07519,0.587669,0.412331
6.10526,0.590159,0.409841
6.13534,0.592644,0.407356
6.16541,0.595123,0.404877
6.19549,0.597598,0.402402
6.22556,0.600068,0.399932
6.25564,0.602532,0.397468
6.28571,0.604992,0.395008
6.31579,0.607446,0.392554
6.34586,0.609896,0.390104
6.37594,0.61234,0.38766
6.40602,0.61478,0.38522
6.43609,0.617214,0.382786
6.46617,0.619644,0.380356
6.49624,0.622068,0.377932
6.52632,0.624487,0.375513
6.55639,0.626902,0.373098
6.58647,0.629311,0.370689
6.61654,0.631716,0.368284
6.64662,0.634115,0.365885
6.67669,0.63651,0.36349
6.70677,0.638899,0.361101
6.73684,0.641284,0.358716
6.76692,0.643664,0.356336
6.79699,0.646038,0.353962
6.82707,0.648408,0.351592
6.85714,0.650773,0.349227
6.88722,0.653133,0.346867
6.91729,0.655488,0.344512
6.94737,0.657838,0.342162
6.97744,0.660183,0.339817
7.00752,0.662524,0.337476
7.03759,0.664859,0.335141
7.06767,0.66719,0.33281
7.09774,0.669516,0.330484
7.12782,0.671837,0.328163
7.15789,0.674153,0.325847
7.18797,0.676464,0.323536
7.21805,0.678771,0.321229
7.24812,0.681073,0.318927
7.2782,0.68337,0.31663
7.30827,0.685662,0.314338
7.33835,0.68795,0.31205
7.36842,0.690233,0.309767
7.3985,0.692511,0.307489
7.42857,0.694784,0.305216
7.45865,0.697053,0.302947
7.48872,0.699317,0.300683
7.5188,0.701576,0.298424
7.54887,0.703831,0.296169
7.57895,0.706081,0.293919
7.60902,0.708327,0.291673
7.6391,0.710568,0.289432
7.66917,0.712804,0.287196
7.69925,0.715036,0.284964
7.72932,0.717263,0.282737
7.7594,0.719486,0.280514
7.78947,0.721704,0.278296
7.81955,0.723918,0.276082
7.84962,0.726127,0.273873
7.8797,0.728332,0.271668
7.90977,0.730532,0.269468
7.93985,0.732728,0.267272
