x,a,b
0,5.55112e-17,1
0.0300752,0.0240101,0.97599
0.0601504,0.0479973,0.952003
0.0902256,0.0719437,0.928056
0.120301,0.0958302,0.90417
0.150376,0.119637,0.880363
0.180451,0.143344,0.856656
0.210526,0.16693,0.83307
0.240602,0.190375,0.809625
0.270677,0.213658,0.786342
0.300752,0.236758,0.763242
0.330827,0.259656,0.740344
0.360902,0.28233,0.71767
0.390977,0.304763,0.695237
0.421053,0.326935,0.673065
0.451128,0.348829,0.651171
0.481203,0.370427,0.629573
0.511278,0.391713,0.608287
0.541353,0.412672,0.587328
0.571429,0.43329,0.56671
0.601504,0.453552,0.546448
0.631579,0.473447,0.526553
0.661654,0.492963,0.507037
0.691729,0.51209,0.48791
0.721805,0.530818,0.469182
0.75188,0.549138,0.450862
0.781955,0.567043,0.432957
0.81203,0.584528,0.415472
0.842105,0.601586,0.398414
0.87218,0.618212,0.381788
0.902256,0.634404,0.365596
0.932331,0.650159,0.349841
0.962406,0.665475,0.334525
0.992481,0.680351,0.319649
1.02256,0.694787,0.305213
1.05263,0.708784,0.291216
1.08271,0.722344,0.277656
1.11278,0.735468,0.264532
1.14286,0.748159,0.251841
1.17293,0.760421,0.239579
1.20301,0.772259,0.227741
1.23308,0.783677,0.216323
1.26316,0.79468,0.20532
1.29323,0.805274,0.194726
1.32331,0.815466,0.184534
1.35338,0.825261,0.174739
1.38346,0.834668,0.165332
1.41353,0.843694,0.156306
1.44361,0.852346,0.147654
1.47368,0.860633,0.139367
1.50376,0.868562,0.131438
1.53383,0.876143,0.123857
1.56391,0.883385,0.116615
1.59398,0.890295,0.109705
1.62406,0.896884,0.103116
1.65414,0.90316,0.0968397
1.68421,0.909133,0.0908667
1.71429,0.914812,0.0851876
1.74436,0.920207,0.0797932
1.77444,0.925326,0.0746739
1.80451,0.93018,0.0698204
1.83459,0.934776,0.0652235
1.86466,0.939126,0.0608738
1.89474,0.943238,0.0567621
1.92481,0.947121,0.0528794
1.95489,0.950784,0.0492165
1.98496,0.954235,0.0457645
2.01504,0.957485,0.0425148
2.04511,0.960541,0.0394587
2.07519,0.963412,0.0365876
2.10526,0.966107,0.0338934
2.13534,0.968632,0.0313678
2.16541,0.970997,0.0290029
2.19549,0.973209,0.026791
2.22556,0.975275,0.0247245
2.25564,0.977204,0.0227961
2.28571,0.979001,0.0209987
2.31579,0.980675,0.0193252
2.34586,0.982231,0.017769
2.37594,0.983676,0.0163236
2.40602,0.985017,0.0149828
2.43609,0.98626,0.0137405
2.46617,0.987409,0.0125908
2.49624,0.988472,0.0115282
2.52632,0.989453,0.0105473
2.55639,0.990357,0.00964291
2.58647,0.99119,0.00881015
2.61654,0.991956,0.00804427
2.64662,0.992659,0.00734076
2.67669,0.993305,0.00669533
2.70677,0.993896,0.0061039
2.73684,0.994437,0.00556259
2.76692,0.994932,0.0050677
2.79699,0.995384,0.00461575
2.82707,0.995797,0.00420344
2.85714,0.996172,0.00382766
2.88722,0.996515,0.00348548
2.91729,0.996826,0.00317415
2.94737,0.997109,0.00289106
2.97744,0.997366,0.00263381
3.00752,0.9976,0.00240013
3.03759,0.997812,0.0021879
3.06767,0.998005,0.00199516
3.09774,0.99818,0.00182008
3.12782,0.998339,0.00166097
3.15789,0.998484,0.00151628
3.18797,0.998615,0.00138456
3.21805,0.998736,0.0012645
3.24812,0.998845,0.00115487
3.2782,0.998945,0.00105459
3.30827,0.999037,0.000962635
3.33835,0.999122,0.000878106
3.36842,0.9992,0.000800178
3.3985,0.999272,0.000728112
3.42857,0.999339,0.000661248
3.45865,0.999401,0.000598999
3.48872,0.999459,0.000540844
3.5188,0.999514,0.000486326
3.54887,0.999565,0.000435048
3.57895,0.999613,0.000386662
3.60902,0.999659,0.000340875
3.6391,0.999703,0.000297434
3.66917,0.999744,0.000256129
3.69925,0.999783,0.000216789
3.72932,0.999821,0.000179273
3.7594,0.999857,0.00014347
3.78947,0.999891,0.000109298
3.81955,0.999923,7.66959e-05
3.84962,0.999954,4.56229e-05
3.8797,0.999984,1.60559e-05
3.90977,1.00001,-1.20138e-05
3.93985,1.00004,-3.85828e-05
3.96992,1.00006,-6.36382e-05
4,1.00009,-8.71593e-05
4.03008,1.00011,-0.00010912
4.06015,1.00013,-0.000129491
4.09023,1.00015,-0.00014824
4.1203,1.00017,-0.000165336
4.15038,1.00018,-0.000180746
4.18045,1.00019,-0.000194443
4.21053,1.00021,-0.0002064
4.2406,1.00022,-0.000216596
4.27068,1.00023,-0.000225016
4.30075,1.00023,-0.000231648
4.33083,1.00024,-0.000236489
4.3609,1.00024,-0.000239541
4.39098,1.00024,-0.000240815
4.42105,1.00024,-0.00024033
4.45113,1.00024,-0.00023811
