x,a,b
0,0.994135,0.0057766
0.0300752,0.994196,0.00576618
0.0601504,0.994261,0.00573693
0.0902256,0.99433,0.00569162
0.120301,0.994403,0.00563271
0.150376,0.99448,0.00556239
0.180451,0.994561,0.00548259
0.210526,0.994645,0.00539502
0.240602,0.994731,0.00530117
0.270677,0.994821,0.00520237
0.300752,0.994913,0.00509975
0.330827,0.995008,0.0049943
0.360902,0.995104,0.00488688
0.390977,0.995202,0.00477821
0.421053,0.995302,0.00466894
0.451128,0.995402,0.00455958
0.481203,0.995504,0.00445057
0.511278,0.995607,0.00434229
0.541353,0.99571,0.00423503
0.571429,0.995813,0.00412904
0.601504,0.995916,0.0040245
0.631579,0.996019,0.00392158
0.661654,0.996122,0.00382037
0.691729,0.996224,0.00372097
0.721805,0.996325,0.00362341
0.75188,0.996426,0.00352774
0.781955,0.996525,0.00343396
0.81203,0.996624,0.00334207
0.842105,0.996721,0.00325205
0.87218,0.996816,0.00316388
0.902256,0.99691,0.00307752
0.932331,0.997003,0.00299294
0.962406,0.997094,0.0029101
0.992481,0.997183,0.00282895
1.02256,0.99727,0.00274945
1.05263,0.997355,0.00267155
1.08271,0.997438,0.00259523
1.11278,0.99752,0.00252043
1.14286,0.997599,0.00244712
1.17293,0.997676,0.00237527
1.20301,0.997751,0.00230484
1.23308,0.997825,0.00223581
1.26316,0.997896,0.00216816
1.29323,0.997965,0.00210185
1.32331,0.998032,0.00203689
1.35338,0.998096,0.00197325
1.38346,0.998159,0.00191092
1.41353,0.99822,0.00184989
1.44361,0.998279,0.00179016
1.47368,0.998336,0.00173172
1.50376,0.998391,0.00167458
1.53383,0.998445,0.00161873
1.56391,0.998496,0.00156418
1.59398,0.998546,0.00151092
1.62406,0.998593,0.00145897
1.65414,0.99864,0.00140833
1.68421,0.998684,0.001359
1.71429,0.998727,0.00131098
1.74436,0.998769,0.00126428
1.77444,0.998808,0.00121891
1.80451,0.998847,0.00117487
1.83459,0.998884,0.00113216
1.86466,0.99892,0.00109077
1.89474,0.998954,0.00105072
1.92481,0.998987,0.00101199
1.95489,0.999019,0.000974587
1.98496,0.99905,0.000938501
2.01504,0.999079,0.000903725
2.04511,0.999108,0.000870251
2.07519,0.999136,0.000838066
2.10526,0.999162,0.000807157
2.13534,0.999188,0.000777509
2.16541,0.999213,0.000749105
2.19549,0.999237,0.000721925
2.22556,0.99926,0.000695948
2.25564,0.999282,0.00067115
2.28571,0.999303,0.000647506
2.31579,0.999324,0.000624989
2.34586,0.999344,0.00060357
2.37594,0.999364,0.000583219
2.40602,0.999383,0.000563905
2.43609,0.999401,0.000545593
2.46617,0.999419,0.00052825
2.49624,0.999436,0.000511839
2.52632,0.999453,0.000496325
2.55639,0.999469,0.000481669
2.58647,0.999485,0.000467833
2.61654,0.9995,0.000454779
2.64662,0.999515,0.000442467
2.67669,0.999529,0.000430857
2.70677,0.999543,0.00041991
2.73684,0.999557,0.000409586
2.76692,0.99957,0.000399845
2.79699,0.999583,0.000390648
2.82707,0.999596,0.000381956
2.85714,0.999608,0.00037373
2.88722,0.99962,0.000365933
2.91729,0.999631,0.000358527
2.94737,0.999643,0.000351476
2.97744,0.999654,0.000344746
3.00752,0.999664,0.0003383
3.03759,0.999675,0.000332108
3.06767,0.999685,0.000326136
3.09774,0.999695,0.000320355
3.12782,0.999704,0.000314735
3.15789,0.999714,0.00030925
3.18797,0.999723,0.000303873
3.21805,0.999732,0.000298579
3.24812,0.99974,0.000293346
3.2782,0.999748,0.000288153
3.30827,0.999757,0.00028298
3.33835,0.999764,0.000277809
3.36842,0.999772,0.000272625
3.3985,0.999779,0.000267413
3.42857,0.999786,0.00026216
3.45865,0.999793,0.000256856
3.48872,0.9998,0.000251491
3.5188,0.999807,0.000246057
3.54887,0.999813,0.000240548
3.57895,0.999819,0.00023496
3.60902,0.999825,0.00022929
3.6391,0.99983,0.000223537
3.66917,0.999836,0.0002177
3.69925,0.999841,0.00021178
3.72932,0.999846,0.00020578
3.7594,0.999851,0.000199705
3.78947,0.999855,0.000193559
3.81955,0.99986,0.000187347
3.84962,0.999864,0.000181078
3.8797,0.999868,0.000174759
3.90977,0.999872,0.0001684
3.93985,0.999876,0.000162009
3.96992,0.99988,0.000155598
4,0.999883,0.000149176
4.03008,0.999887,0.000142757
4.06015,0.99989,0.000136351
4.09023,0.999893,0.000129972
4.1203,0.999896,0.000123631
4.15038,0.999899,0.000117341
4.18045,0.999901,0.000111116
4.21053,0.999904,0.000104968
4.2406,0.999906,9.89104e-05
4.27068,0.999909,9.29555e-05
4.30075,0.999911,8.71161e-05
4.33083,0.999913,8.14043e-05
4.3609,0.999915,7.58323e-05
4.39098,0.999917,7.04115e-05
4.42105,0.999919,6.51531e-05
4.45113,0.999921,6.00677e-05
4.4812,0.999922,5.51652e-05
4.51128,0.999924,5.04551e-05
4.54135,0.999926,4.5946e-05
4.57143,0.999927,4.16461e-05
4.6015,0.999929,3.75626e-05
4.63158,0.99993,3.37019e-05
4.66165,0.999932,3.00698e-05
4.69173,0.999933,2.66712e-05
4.7218,0.999934,2.35099e-05
4.75188,0.999936,2.05892e-05
4.78195,0.999937,1.79113e-05
4.81203,0.999938,1.54775e-05
4.84211,0.99994,1.32883e-05
4.87218,0.999941,1.13432e-05
4.90226,0.999942,9.64096e-06
4.93233,0.999943,8.17934e-06
4.96241,0.999945,6.95527e-06
4.99248,0.999946,5.96484e-06
5.02256,0.999947,5.20328e-06
5.05263,0.999948,4.66505e-06
5.08271,0.99995,4.34383e-06
5.11278,0.999951,4.23252e-06
5.14286,0.999952,4.32334e-06
5.17293,0.999953,4.60783e-06
5.20301,0.999955,5.07688e-06
5.23308,0.999956,5.7208e-06
5.26316,0.999957,6.52933e-06
5.29323,0.999958,7.49173e-06
5.32331,0.99996,8.59678e-06
5.35338,0.999961,9.83287e-06
5.38346,0.999962,1.1188e-05
5.41353,0.999964,1.265e-05
5.44361,0.999965,1.42062e-05
5.47368,0.999966,1.5844e-05
5.50376,0.999967,1.75504e-05
5.53383,0.999969,1.93126e-05
5.56391,0.99997,2.11175e-05
5.59398,0.999971,2.29522e-05
5.62406,0.999973,2.48038e-05
5.65414,0.999974,2.66595e-05
5.68421,0.999975,2.85068e-05
5.71429,0.999976,3.03333e-05
5.74436,0.999978,3.2127e-05
5.77444,0.999979,3.3876e-05
5.80451,0.99998,3.55692e-05
5.83459,0.999981,3.71955e-05
5.86466,0.999982,3.87446e-05
5.89474,0.999984,4.02063e-05
5.92481,0.999985,4.15714e-05
5.95489,0.999986,4.28311e-05
5.98496,0.999987,4.3977e-05
6.01504,0.999988,4.50017e-05
6.04511,0.999989,4.58984e-05
6.07519,0.99999,4.66607e-05
6.10526,0.999991,4.72832e-05
6.13534,0.999992,4.77613e-05
6.16541,0.999993,4.8091e-05
6.19549,0.999993,4.82691e-05
6.22556,0.999994,4.82931e-05
6.25564,0.999995,4.81615e-05
6.28571,0.999996,4.78734e-05
6.31579,0.999996,4.74287e-05
6.34586,0.999997,4.68282e-05
6.37594,0.999997,4.60733e-05
6.40602,0.999998,4.51663e-05
6.43609,0.999998,4.41103e-05
6.46617,0.999999,4.2909e-05
6.49624,0.999999,4.15667e-05
6.52632,0.999999,4.00887e-05
6.55639,1,3.84808e-05
6.58647,1,3.67493e-05
6.61654,1,3.49014e-05
6.64662,1,3.29445e-05
6.67669,1,3.08869e-05
6.70677,1,2.87371e-05
6.73684,1,2.65043e-05
6.76692,1,2.41979e-05
6.79699,1,2.18277e-05
6.82707,1,1.94039e-05
6.85714,1,1.69369e-05
6.88722,1,1.44374e-05
6.91729,1,1.19161e-05
6.94737,0.999999,9.38408e-06
6.97744,0.999999,6.85227e-06
7.00752,0.999999,4.33169e-06
7.03759,0.999999,1.83332e-06
7.06767,0.999998,-6.31924e-07
7.09774,0.999998,-3.05329e-06
7.12782,0.999998,-5.42021e-06
7.15789,0.999997,-7.72234e-06
7.18797,0.999997,-9.94963e-06
7.21805,0.999996,-1.20924e-05
7.24812,0.999996,-1.41413e-05
7.2782,0.999996,-1.60874e-05
7.30827,0.999995,-1.79223e-05
7.33835,0.999995,-1.96381e-05
7.36842,0.999994,-2.12273e-05
7.3985,0.999994,-2.26834e-05
7.42857,0.999994,-2.39999e-05
7.45865,0.999993,-2.51716e-05
7.48872,0.999993,-2.61935e-05
7.5188,0.999993,-2.70615e-05
7.54887,0.999992,-2.77722e-05
7.57895,0.999992,-2.83231e-05
7.60902,0.999992,-2.87122e-05
7.6391,0.999991,-2.89385e-05
7.66917,0.999991,-2.90016e-05
7.69925,0.999991,-2.89021e-05
7.72932,0.999991,-2.86413e-05
7.7594,0.999991,-2.82211e-05
7.78947,0.999991,-2.76446e-05
7.81955,0.99999,-2.69153e-05
7.84962,0.99999,-2.60377e-05
7.8797,0.99999,-2.50168e-05
7.90977,0.99999,-2.38586e-05
7.93985,0.999991,-2.25698e-05
7.96992,0.999991,-2.11574e-05
8,0.999991,-1.96295e-05
8.03008,0.999991,-1.79944e-05
8.06015,0.999991,-1.62614e-05
8.09023,0.999991,-1.444e-05
8.1203,0.999992,-1.25402e-05
8.15038,0.999992,-1.05726e-05
8.18045,0.999992,-8.54803e-06
8.21053,0.999992,-6.47775e-06
8.2406,0.999993,-4.37324e-06
8.27068,0.999993,-2.2462e-06
8.30075,0.999994,-1.08503e-07
8.33083,0.999994,2.02789e-06
8.3609,0.999995,4.15097e-06
8.39098,0.999995,6.24877e-06
8.42105,0.999996,8.30942e-06
8.45113,0.999996,1.03212e-05
8.4812,0.999997,1.22726e-05
8.51128,0.999997,1.41524e-05
8.54135,0.999998,1.59497e-05
8.57143,0.999998,1.76541e-05
8.6015,0.999999,1.92555e-05
8.63158,0.999999,2.07446e-05
8.66165,1,2.21125e-05
8.69173,1,2.33509e-05
8.7218,1,2.44523e-05
8.75188,1,2.541e-05
8.78195,1,2.62179e-05
8.81203,1,2.6871e-05
