t,E_dc,I,C_l,C_r
0,-10,9.30365e-06,inf,5.42198e-07
0.08,-9.92,9.60131e-07,inf,6.88824e-07
0.16,-9.84,8.88304e-07,inf,8.33522e-07
0.24,-9.76,7.74308e-07,inf,9.28753e-07
0.32,-9.68,5.85675e-07,inf,9.44754e-07
0.4,-9.6,3.82218e-07,inf,8.94376e-07
0.48,-9.52,2.54888e-07,inf,8.21086e-07
0.56,-9.44,2.06223e-07,inf,7.6892e-07
0.64,-9.36,2.83364e-07,inf,7.67927e-07
0.72,-9.28,4.58229e-07,inf,8.38476e-07
0.8,-9.2,7.23067e-07,inf,9.98496e-07
0.88,-9.12,1.07686e-06,inf,1.25988e-06
0.96,-9.04,1.45589e-06,inf,1.60768e-06
1.04,-8.96,1.68483e-06,inf,1.97348e-06
1.12,-8.88,1.63072e-06,inf,2.24307e-06
1.2,-8.8,1.2903e-06,inf,2.32624e-06
1.28,-8.72,8.36165e-07,inf,2.23076e-06
1.36,-8.64,4.94577e-07,inf,2.0531e-06
1.44,-8.56,3.81005e-07,inf,1.90613e-06
1.52,-8.48,5.13824e-07,inf,1.87131e-06
1.6,-8.4,8.89522e-07,inf,2.00195e-06
1.68,-8.32,1.50797e-06,inf,2.34278e-06
1.76,-8.24,2.35473e-06,inf,2.92914e-06
1.84,-8.16,3.28933e-06,inf,3.74502e-06
1.92,-8.08,3.98484e-06,inf,4.65468e-06
2,-8,4.03517e-06,inf,5.39275e-06
2.08,-7.92,3.32869e-06,inf,5.70562e-06
2.16,-7.84,2.23038e-06,inf,5.55264e-06
2.24,-7.76,1.29769e-06,inf,5.13593e-06
2.32,-7.68,8.89154e-07,inf,4.73834e-06
2.4,-7.6,1.08939e-06,inf,4.57956e-06
2.48,-7.52,1.884e-06,inf,4.80118e-06
2.56,-7.44,3.27244e-06,inf,5.51497e-06
2.64,-7.36,5.24519e-06,inf,6.81763e-06
2.72,-7.28,7.54855e-06,inf,8.71163e-06
2.8,-7.2,9.47401e-06,inf,1.09404e-05
2.88,-7.12,1.00077e-05,inf,1.29068e-05
2.96,-7.04,8.64402e-06,inf,1.39363e-05
3.04,-6.96,6.04354e-06,inf,1.37864e-05
3.12,-6.88,3.56789e-06,inf,1.28461e-05
3.2,-6.8,2.24705e-06,inf,1.18059e-05
3.28,-6.72,2.41247e-06,inf,1.12526e-05
3.36,-6.64,4.04239e-06,inf,1.15667e-05
3.44,-6.56,7.12713e-06,inf,1.30297e-05
3.52,-6.48,1.16733e-05,inf,1.58942e-05
3.6,-6.4,1.72555e-05,inf,2.02474e-05
3.68,-6.32,2.23938e-05,inf,2.56345e-05
3.76,-6.24,2.46438e-05,inf,3.07553e-05
3.84,-6.16,2.22872e-05,inf,3.38926e-05
3.92,-6.08,1.6306e-05,inf,3.41278e-05
4,-6,9.88764e-06,inf,3.21088e-05
4.08,-5.92,5.9019e-06,inf,2.94684e-05
4.16,-5.84,5.50063e-06,inf,2.77528e-05
4.24,-5.76,8.71937e-06,inf,2.79926e-05
4.32,-5.68,1.54943e-05,inf,3.09058e-05
4.4,-5.6,2.5888e-05,inf,3.71343e-05
4.48,-5.52,3.92276e-05,inf,4.70438e-05
4.56,-5.44,5.25428e-05,inf,5.99038e-05
4.64,-5.36,6.01401e-05,inf,7.29764e-05
4.72,-5.28,5.69071e-05,inf,8.20561e-05
4.8,-5.2,4.36206e-05,inf,8.41969e-05
4.88,-5.12,2.73847e-05,inf,8.01556e-05
4.96,-5.04,1.59007e-05,inf,7.36485e-05
5.04,-4.96,1.29244e-05,inf,6.86803e-05
5.12,-4.88,1.88998e-05,inf,6.80484e-05
5.2,-4.8,3.3587e-05,inf,7.36142e-05
5.28,-4.72,5.71588e-05,inf,8.69851e-05
5.36,-4.64,8.86681e-05,inf,0.00010933
5.44,-4.56,0.000122364,inf,0.000139675
5.52,-4.48,0.000145429,inf,0.000172466
5.6,-4.4,0.000143835,inf,0.000197755
5.68,-4.32,0.000115554,inf,0.000206943
5.76,-4.24,7.54848e-05,inf,0.000199739
5.84,-4.16,4.35631e-05,inf,0.000184193
5.92,-4.08,3.13962e-05,inf,0.00017047
6,-4,4.13005e-05,inf,0.000166139
6.08,-3.92,7.26188e-05,inf,0.000176105
6.16,-3.84,0.000125642,inf,0.000204375
6.24,-3.76,0.000199298,inf,0.000254275
6.32,-3.68,0.000282904,inf,0.000325106
6.4,-3.6,0.000348521,inf,0.000406067
6.48,-3.52,0.000359845,inf,0.000474391
6.56,-3.44,0.000302967,inf,0.00050655
6.64,-3.36,0.000206617,inf,0.000496552
6.72,-3.28,0.000120499,inf,0.000460703
6.8,-3.2,7.89199e-05,inf,0.000424172
6.88,-3.12,9.14274e-05,inf,0.000407287
6.96,-3.04,0.000156739,inf,0.000423153
7.04,-2.96,0.000274962,inf,0.000481806
7.12,-2.88,0.000445505,inf,0.000592122
7.2,-2.8,0.000649473,inf,0.000755729
7.28,-2.72,0.00082787,inf,0.00095274
7.36,-2.64,0.000891063,inf,0.0011327
7.44,-2.56,0.000785883,inf,0.00123437
7.52,-2.48,0.00056071,inf,0.00123076
7.6,-2.4,0.00033455,inf,0.0011516
7.68,-2.32,0.000204785,inf,0.00105742
7.76,-2.24,0.000206258,inf,0.00100217
7.84,-2.16,0.000338198,inf,0.0010212
7.92,-2.08,0.000599138,inf,0.00113991
8,-2,0.000990419,inf,0.00138109
8.08,-1.92,0.00148061,inf,0.00175511
8.16,-1.84,0.00194913,inf,0.00222796
8.24,-1.76,0.00218345,inf,0.00269149
8.32,-1.68,0.00201574,inf,0.00299293
8.4,-1.6,0.00150653,inf,0.00303914
8.48,-1.52,0.000927832,inf,0.00287423
8.56,-1.44,0.000545622,inf,0.00263877
8.64,-1.36,0.000477187,inf,0.0024736
8.72,-1.28,0.000731029,inf,0.00247446
8.8,-1.2,0.00129977,inf,0.00270651
8.88,-1.12,0.00218906,inf,0.00322704
