x,a,b
0,-1.66533e-16,1
0.0300752,0.0169781,0.983022
0.0601504,0.0339485,0.966051
0.0902256,0.0509036,0.949096
0.120301,0.0678357,0.932164
0.150376,0.0847372,0.915263
0.180451,0.1016,0.8984
0.210526,0.118418,0.881582
0.240602,0.135183,0.864817
0.270677,0.151887,0.848113
0.300752,0.168523,0.831477
0.330827,0.185084,0.814916
0.360902,0.201564,0.798436
0.390977,0.217954,0.782046
0.421053,0.234248,0.765752
0.451128,0.25044,0.74956
0.481203,0.266522,0.733478
0.511278,0.282489,0.717511
0.541353,0.298333,0.701667
0.571429,0.314049,0.685951
0.601504,0.329631,0.670369
0.631579,0.345073,0.654927
0.661654,0.360369,0.639631
0.691729,0.375514,0.624486
0.721805,0.390502,0.609498
0.75188,0.405328,0.594672
0.781955,0.419989,0.580011
0.81203,0.434477,0.565523
0.842105,0.448791,0.551209
0.87218,0.462924,0.537076
0.902256,0.476873,0.523127
0.932331,0.490635,0.509365
0.962406,0.504205,0.495795
0.992481,0.51758,0.48242
1.02256,0.530757,0.469243
1.05263,0.543734,0.456266
1.08271,0.556507,0.443493
1.11278,0.569074,0.430926
1.14286,0.581432,0.418568
1.17293,0.593581,0.406419
1.20301,0.605517,0.394483
1.23308,0.617239,0.382761
1.26316,0.628747,0.371253
1.29323,0.640038,0.359962
1.32331,0.651112,0.348888
1.35338,0.661968,0.338032
1.38346,0.672605,0.327395
1.41353,0.683024,0.316976
1.44361,0.693224,0.306776
1.47368,0.703205,0.296795
1.50376,0.712968,0.287032
1.53383,0.722513,0.277487
1.56391,0.731841,0.268159
1.59398,0.740951,0.259049
1.62406,0.749847,0.250153
1.65414,0.758528,0.241472
1.68421,0.766995,0.233005
1.71429,0.775252,0.224748
1.74436,0.783298,0.216702
1.77444,0.791136,0.208864
1.80451,0.798768,0.201232
1.83459,0.806195,0.193805
1.86466,0.813421,0.186579
1.89474,0.820446,0.179554
1.92481,0.827274,0.172726
1.95489,0.833907,0.166093
1.98496,0.840348,0.159652
2.01504,0.846599,0.153401
2.04511,0.852663,0.147337
2.07519,0.858544,0.141456
2.10526,0.864243,0.135757
2.13534,0.869764,0.130236
2.16541,0.87511,0.12489
2.19549,0.880285,0.119715
2.22556,0.885291,0.114709
2.25564,0.890131,0.109869
2.28571,0.894809,0.105191
2.31579,0.899328,0.100672
2.34586,0.903692,0.0963076
2.37594,0.907904,0.0920959
2.40602,0.911967,0.0880328
2.43609,0.915885,0.0841152
2.46617,0.919661,0.0803394
2.49624,0.923298,0.0767021
2.52632,0.9268,0.0731999
2.55639,0.930171,0.0698294
2.58647,0.933413,0.0665872
2.61654,0.93653,0.0634698
2.64662,0.939526,0.0604739
2.67669,0.942404,0.0575961
2.70677,0.945167,0.0548332
2.73684,0.947818,0.0521817
2.76692,0.950362,0.0496383
2.79699,0.9528,0.0472
2.82707,0.955137,0.0448633
2.85714,0.957375,0.0426253
2.88722,0.959517,0.0404826
2.91729,0.961568,0.0384323
2.94737,0.963529,0.0364712
2.97744,0.965404,0.0345965
3.00752,0.967195,0.032805
3.03759,0.968906,0.0310941
3.06767,0.970539,0.0294607
3.09774,0.972098,0.0279021
3.12782,0.973584,0.0264156
3.15789,0.975001,0.0249985
3.18797,0.976352,0.0236482
3.21805,0.977638,0.0223622
3.24812,0.978862,0.0211378
3.2782,0.980027,0.0199728
3.30827,0.981135,0.0188647
3.33835,0.982189,0.0178112
3.36842,0.98319,0.0168101
3.3985,0.984141,0.0158592
3.42857,0.985044,0.0149563
3.45865,0.985901,0.0140994
3.48872,0.986714,0.0132865
3.5188,0.987484,0.0125156
3.54887,0.988215,0.011785
3.57895,0.988907,0.0110926
3.60902,0.989563,0.0104369
3.6391,0.990184,0.00981611
3.66917,0.990771,0.00922856
3.69925,0.991327,0.00867272
3.72932,0.991853,0.00814704
3.7594,0.99235,0.00765008
3.78947,0.99282,0.00718042
3.81955,0.993263,0.00673672
3.84962,0.993682,0.00631768
3.8797,0.994078,0.00592204
3.90977,0.994451,0.00554863
3.93985,0.994804,0.00519629
3.96992,0.995136,0.00486393
4,0.995449,0.00455052
4.03008,0.995745,0.00425504
4.06015,0.996023,0.00397656
4.09023,0.996286,0.00371415
4.1203,0.996533,0.00346696
4.15038,0.996766,0.00323416
4.18045,0.996985,0.00301497
4.21053,0.997191,0.00280865
4.2406,0.997386,0.00261448
4.27068,0.997568,0.0024318
4.30075,0.99774,0.00225997
4.33083,0.997902,0.00209839
4.3609,0.998054,0.0019465
4.39098,0.998196,0.00180374
4.42105,0.99833,0.00166962
4.45113,0.998456,0.00154364
4.4812,0.998575,0.00142537
