t,E_dc,I,C_l,C_r
0,-10,2.52895e-05,0,1.47385e-06
0.08,-9.92,2.59469e-06,1.60559e-06,1.87242e-06
0.16,-9.84,2.40031e-06,2.0283e-06,2.26575e-06
0.24,-9.76,2.10418e-06,2.31096e-06,2.52461e-06
0.32,-9.68,1.59079e-06,2.40275e-06,2.56811e-06
0.4,-9.6,1.04768e-06,2.32015e-06,2.43117e-06
0.48,-9.52,6.80546e-07,2.15887e-06,2.23194e-06
0.56,-9.44,5.89756e-07,2.02775e-06,2.09014e-06
0.64,-9.36,7.77511e-07,2.00822e-06,2.08744e-06
0.72,-9.28,1.23608e-06,2.15653e-06,2.27921e-06
0.8,-9.2,1.96613e-06,2.52041e-06,2.71419e-06
0.88,-9.12,2.93453e-06,3.13508e-06,3.42469e-06
0.96,-9.04,3.94442e-06,3.97825e-06,4.37012e-06
1.04,-8.96,4.58201e-06,4.90432e-06,5.36446e-06
1.12,-8.88,4.43752e-06,5.6453e-06,6.09728e-06
1.2,-8.8,3.50217e-06,5.96079e-06,6.32337e-06
1.28,-8.72,2.27156e-06,5.82406e-06,6.06382e-06
1.36,-8.64,1.34073e-06,5.43647e-06,5.58089e-06
1.44,-8.56,1.03114e-06,5.07109e-06,5.18138e-06
1.52,-8.48,1.39542e-06,4.94405e-06,5.08675e-06
1.6,-8.4,2.41557e-06,5.2023e-06,5.44185e-06
1.68,-8.32,4.10013e-06,5.96566e-06,6.36833e-06
1.76,-8.24,6.40044e-06,7.33285e-06,7.9622e-06
1.84,-8.16,8.94697e-06,9.29441e-06,1.018e-05
1.92,-8.08,1.08328e-05,1.15687e-05,1.26527e-05
2,-8,1.09673e-05,1.35462e-05,1.46589e-05
2.08,-7.92,9.0455e-06,1.45768e-05,1.55094e-05
2.16,-7.84,6.06119e-06,1.44567e-05,1.50935e-05
2.24,-7.76,3.52913e-06,1.35818e-05,1.39608e-05
2.32,-7.68,2.41719e-06,1.26197e-05,1.28801e-05
2.4,-7.6,2.96227e-06,1.21431e-05,1.24485e-05
2.48,-7.52,5.11813e-06,1.25418e-05,1.30509e-05
2.56,-7.44,8.89572e-06,1.41172e-05,1.49912e-05
2.64,-7.36,1.42546e-05,1.71324e-05,1.85321e-05
2.72,-7.28,2.052e-05,2.16538e-05,2.36805e-05
2.8,-7.2,2.57527e-05,2.71691e-05,2.97387e-05
2.88,-7.12,2.7204e-05,3.23332e-05,3.5084e-05
2.96,-7.04,2.3497e-05,3.54691e-05,3.78824e-05
3.04,-6.96,1.64274e-05,3.57567e-05,3.74747e-05
3.12,-6.88,9.69725e-06,3.38821e-05,3.49189e-05
3.2,-6.8,6.10806e-06,3.14309e-05,3.20915e-05
3.28,-6.72,6.55941e-06,2.99039e-05,3.05874e-05
3.36,-6.64,1.09883e-05,3.03425e-05,3.14413e-05
3.44,-6.56,1.93744e-05,3.35122e-05,3.5418e-05
3.52,-6.48,3.17306e-05,4.00905e-05,4.32042e-05
3.6,-6.4,4.69036e-05,5.04127e-05,5.50371e-05
3.68,-6.32,6.08699e-05,6.36222e-05,6.96801e-05
3.76,-6.24,6.6985e-05,7.6847e-05,8.35991e-05
3.84,-6.16,6.058e-05,8.59272e-05,9.21267e-05
3.92,-6.08,4.43227e-05,8.81502e-05,9.27658e-05
