t,E_dc,I,C_l,C_r
0,-10,0.0749156,0,0.00438261
0.08,-9.92,0.00703109,0.0045497,0.00527709
0.16,-9.84,0.00622984,0.00553571,0.0061513
0.24,-9.76,0.00556953,0.00622276,0.00678756
0.32,-9.68,0.00463091,0.00657114,0.00704979
0.4,-9.6,0.00362893,0.00660176,0.00698086
0.48,-9.52,0.00292149,0.00646736,0.00677308
0.56,-9.44,0.00274555,0.00637436,0.00665872
0.64,-9.36,0.00318557,0.00650793,0.00683212
0.72,-9.28,0.00424902,0.00701122,0.00743763
0.8,-9.2,0.00589358,0.00798856,0.00857642
0.88,-9.12,0.00794408,0.00948227,0.0102752
0.96,-9.04,0.00995578,0.0114009,0.0124002
1.04,-8.96,0.0112218,0.0134461,0.0145823
1.12,-8.88,0.0111281,0.0151565,0.0162951
1.2,-8.8,0.00967992,0.0161373,0.0171384
1.28,-8.72,0.0076252,0.0163207,0.0171168
1.36,-8.64,0.00597321,0.0160114,0.0166377
1.44,-8.56,0.00544362,0.015699,0.0162653
1.52,-8.48,0.00633674,0.015851,0.0164987
1.6,-8.4,0.00871063,0.0168349,0.017712
1.68,-8.32,0.0124992,0.0189216,0.0201725
1.76,-8.24,0.0173719,0.0222515,0.0239919
1.84,-8.16,0.0224122,0.0266844,0.0289439
1.92,-8.08,0.0260231,0.0316098,0.0342585
2,-8,0.0265979,0.0359746,0.0387123
2.08,-7.92,0.0237724,0.0387473,0.0412221
2.16,-7.84,0.0190057,0.039569,0.0415677
2.24,-7.76,0.0146912,0.0389972,0.0405513
2.32,-7.68,0.0127624,0.0381499,0.0394932
2.4,-7.6,0.0141364,0.0381826,0.0396458
2.48,-7.52,0.0190311,0.0400254,0.0419643
2.56,-7.44,0.0273247,0.0443646,0.0471295
2.64,-7.36,0.0383662,0.0515949,0.055483
2.72,-7.28,0.0502865,0.0615282,0.0666626
2.8,-7.2,0.0596282,0.0729547,0.0791111
2.88,-7.12,0.0625389,0.0835858,0.0901247
2.96,-7.04,0.0574847,0.0909355,0.0970199
3.04,-6.96,0.047015,0.0937907,0.0988194
3.12,-6.88,0.0363859,0.0930124,0.0969306
3.2,-6.8,0.0304348,0.0909819,0.0942516
3.28,-6.72,0.0317838,0.0904109,0.0937765
3.36,-6.64,0.0411712,0.0935653,0.0978567
3.44,-6.56,0.0583258,0.1021,0.108138
3.52,-6.48,0.0818393,0.116975,0.125473
3.6,-6.4,0.107897,0.13793,0.149247
3.68,-6.32,0.129447,0.162616,0.176387
3.76,-6.24,0.138318,0.1864,0.201343
3.84,-6.16,0.130419,0.203959,0.218245
3.92,-6.08,0.109636,0.212158,0.224301
4,-6,0.0861092,0.21197,0.221574
4.08,-5.92,0.0704669,0.207866,0.215721
4.16,-5.84,0.069373,0.205564,0.213209
4.24,-5.76,0.0850704,0.21012,0.219362
4.32,-5.68,0.116869,0.225181,0.237804
4.4,-5.6,0.161376,0.252678,0.270204
4.48,-5.52,0.210771,0.29197,0.31518
4.56,-5.44,0.251982,0.33855,0.366812
4.64,-5.36,0.27078,0.384041,0.414986
4.72,-5.28,0.260024,0.419039,0.449233
