t,E_dc,I,C_l,C_r
0,-10,9.30365e-06,inf,5.42198e-07
0.08,-9.92,7.92468e-07,inf,6.19399e-07
0.16,-9.84,6.78783e-07,inf,6.96202e-07
0.24,-9.76,6.21171e-07,inf,7.61305e-07
0.32,-9.68,5.62055e-07,inf,8.07596e-07
0.4,-9.6,5.08683e-07,inf,8.36419e-07
0.48,-9.52,4.75716e-07,inf,8.5745e-07
0.56,-9.44,4.70664e-07,inf,8.84848e-07
0.64,-9.36,5.16871e-07,inf,9.32919e-07
0.72,-9.28,6.03174e-07,inf,1.01328e-06
0.8,-9.2,7.39104e-07,inf,1.13286e-06
0.88,-9.12,8.92555e-07,inf,1.29122e-06
0.96,-9.04,1.03992e-06,inf,1.47725e-06
1.04,-8.96,1.13738e-06,inf,1.66837e-06
1.12,-8.88,1.17275e-06,inf,1.83651e-06
1.2,-8.8,1.12888e-06,inf,1.96076e-06
1.28,-8.72,1.05144e-06,inf,2.03948e-06
1.36,-8.64,9.88173e-07,inf,2.09251e-06
1.44,-8.56,9.90432e-07,inf,2.15317e-06
1.52,-8.48,1.09572e-06,inf,2.25721e-06
1.6,-8.4,1.30713e-06,inf,2.43502e-06
1.68,-8.32,1.62334e-06,inf,2.70661e-06
1.76,-8.24,2.00747e-06,inf,3.07555e-06
1.84,-8.16,2.39409e-06,inf,3.52093e-06
1.92,-8.08,2.6845e-06,inf,3.99299e-06
2,-8,2.80887e-06,inf,4.42351e-06
2.08,-7.92,2.74421e-06,inf,4.75438e-06
2.16,-7.84,2.56266e-06,inf,4.9696e-06
2.24,-7.76,2.38913e-06,inf,5.10729e-06
2.32,-7.68,2.35947e-06,inf,5.24431e-06
2.4,-7.6,2.55781e-06,inf,5.46911e-06
2.48,-7.52,3.02434e-06,inf,5.86031e-06
2.56,-7.44,3.75255e-06,inf,6.47363e-06
2.64,-7.36,4.67034e-06,inf,7.32836e-06
2.72,-7.28,5.63414e-06,inf,8.38798e-06
2.8,-7.2,6.42603e-06,inf,9.54547e-06
2.88,-7.12,6.83277e-06,inf,1.06387e-05
2.96,-7.04,6.76911e-06,inf,1.15123e-05
3.04,-6.96,6.36342e-06,inf,1.20992e-05
3.12,-6.88,5.9089e-06,inf,1.2465e-05
3.2,-6.8,5.73455e-06,inf,1.2783e-05
3.28,-6.72,6.08643e-06,inf,1.32692e-05
3.36,-6.64,7.08735e-06,inf,1.41251e-05
3.44,-6.56,8.7412e-06,inf,1.55023e-05
3.52,-6.48,1.09167e-05,inf,1.74713e-05
3.6,-6.4,1.32985e-05,inf,1.99771e-05
3.68,-6.32,1.53838e-05,inf,2.27953e-05
3.76,-6.24,1.6624e-05,inf,2.55489e-05
3.84,-6.16,1.67152e-05,inf,2.78354e-05
3.92,-6.08,1.58521e-05,inf,2.94279e-05
4,-6,1.46919e-05,inf,3.04154e-05
4.08,-5.92,1.40525e-05,inf,3.11769e-05
4.16,-5.84,1.45956e-05,inf,3.22338e-05
4.24,-5.76,1.66905e-05,inf,3.40972e-05
4.32,-5.68,2.04116e-05,inf,3.71718e-05
4.4,-5.6,2.55175e-05,inf,4.16825e-05
4.48,-5.52,3.13423e-05,inf,4.75727e-05
4.56,-5.44,3.67403e-05,inf,5.4388e-05
4.64,-5.36,4.03369e-05,inf,6.12691e-05
4.72,-5.28,4.1188e-05,inf,6.72015e-05
4.8,-5.2,3.94778e-05,inf,7.14939e-05
4.88,-5.12,3.6619e-05,inf,7.41839e-05
4.96,-5.04,3.46085e-05,inf,7.60701e-05
5.04,-4.96,3.51998e-05,inf,7.83908e-05
5.12,-4.88,3.94614e-05,inf,8.24306e-05
5.2,-4.8,4.77353e-05,inf,8.92546e-05
5.28,-4.72,5.96144e-05,inf,9.95297e-05
5.36,-4.64,7.37199e-05,inf,0.000113295
