x,a,b
0,0,1
0.0300752,0.00296166,0.997038
0.0601504,0.00592329,0.994077
0.0902256,0.00888486,0.991115
0.120301,0.0118463,0.988154
0.150376,0.0148077,0.985192
0.180451,0.017769,0.982231
0.210526,0.02073,0.97927
0.240602,0.0236909,0.976309
0.270677,0.0266515,0.973348
0.300752,0.0296119,0.970388
0.330827,0.032572,0.967428
0.360902,0.0355318,0.964468
0.390977,0.0384912,0.961509
0.421053,0.0414503,0.95855
0.451128,0.044409,0.955591
0.481203,0.0473673,0.952633
0.511278,0.0503251,0.949675
0.541353,0.0532824,0.946718
0.571429,0.0562393,0.943761
0.601504,0.0591956,0.940804
0.631579,0.0621513,0.937849
0.661654,0.0651064,0.934894
0.691729,0.0680609,0.931939
0.721805,0.0710148,0.928985
0.75188,0.073968,0.926032
0.781955,0.0769205,0.92308
0.81203,0.0798723,0.920128
0.842105,0.0828233,0.917177
0.87218,0.0857735,0.914227
0.902256,0.0887229,0.911277
0.932331,0.0916714,0.908329
0.962406,0.0946191,0.905381
0.992481,0.0975659,0.902434
1.02256,0.100512,0.899488
1.05263,0.103457,0.896543
1.08271,0.106401,0.893599
1.11278,0.109344,0.890656
1.14286,0.112286,0.887714
1.17293,0.115226,0.884774
1.20301,0.118166,0.881834
1.23308,0.121105,0.878895
1.26316,0.124042,0.875958
1.29323,0.126979,0.873021
1.32331,0.129914,0.870086
1.35338,0.132848,0.867152
1.38346,0.13578,0.86422
1.41353,0.138712,0.861288
1.44361,0.141642,0.858358
1.47368,0.144571,0.855429
1.50376,0.147498,0.852502
1.53383,0.150424,0.849576
1.56391,0.153349,0.846651
1.59398,0.156272,0.843728
1.62406,0.159194,0.840806
1.65414,0.162114,0.837886
1.68421,0.165033,0.834967
1.71429,0.16795,0.83205
1.74436,0.170866,0.829134
1.77444,0.17378,0.82622
1.80451,0.176692,0.823308
1.83459,0.179603,0.820397
1.86466,0.182513,0.817487
1.89474,0.18542,0.81458
1.92481,0.188326,0.811674
1.95489,0.19123,0.80877
1.98496,0.194132,0.805868
2.01504,0.197033,0.802967
2.04511,0.199931,0.800069
2.07519,0.202828,0.797172
2.10526,0.205723,0.794277
2.13534,0.208617,0.791383
2.16541,0.211508,0.788492
2.19549,0.214397,0.785603
2.22556,0.217284,0.782716
2.25564,0.22017,0.77983
2.28571,0.223053,0.776947
2.31579,0.225935,0.774065
2.34586,0.228814,0.771186
2.37594,0.231691,0.768309
2.40602,0.234566,0.765434
2.43609,0.237439,0.762561
2.46617,0.24031,0.75969
2.49624,0.243179,0.756821
2.52632,0.246045,0.753955
2.55639,0.24891,0.75109
2.58647,0.251772,0.748228
2.61654,0.254632,0.745368
2.64662,0.257489,0.742511
2.67669,0.260345,0.739655
2.70677,0.263198,0.736802
2.73684,0.266048,0.733952
2.76692,0.268897,0.731103
2.79699,0.271743,0.728257
2.82707,0.274586,0.725414
2.85714,0.277427,0.722573
2.88722,0.280266,0.719734
2.91729,0.283102,0.716898
2.94737,0.285936,0.714064
2.97744,0.288767,0.711233
3.00752,0.291596,0.708404
3.03759,0.294422,0.705578
3.06767,0.297245,0.702755
3.09774,0.300066,0.699934
3.12782,0.302885,0.697115
3.15789,0.3057,0.6943
3.18797,0.308513,0.691487
3.21805,0.311324,0.688676
3.24812,0.314132,0.685868
3.2782,0.316937,0.683063
3.30827,0.319739,0.680261
3.33835,0.322539,0.677461
3.36842,0.325336,0.674664
3.3985,0.32813,0.67187
3.42857,0.330921,0.669079
3.45865,0.33371,0.66629
3.48872,0.336495,0.663505
3.5188,0.339278,0.660722
3.54887,0.342058,0.657942
3.57895,0.344835,0.655165
3.60902,0.347609,0.652391
3.6391,0.350381,0.649619
3.66917,0.353149,0.646851
3.69925,0.355915,0.644085
3.72932,0.358677,0.641323
3.7594,0.361437,0.638563
3.78947,0.364193,0.635807
3.81955,0.366947,0.633053
3.84962,0.369697,0.630303
3.8797,0.372445,0.627555
3.90977,0.375189,0.624811
3.93985,0.37793,0.62207
3.96992,0.380669,0.619331
4,0.383404,0.616596
4.03008,0.386136,0.613864
4.06015,0.388865,0.611135
4.09023,0.391591,0.608409
4.1203,0.394313,0.605687
4.15038,0.397033,0.602967
4.18045,0.399749,0.600251
4.21053,0.402462,0.597538
4.2406,0.405172,0.594828
4.27068,0.407879,0.592121
4.30075,0.410582,0.589418
4.33083,0.413283,0.586717
4.3609,0.41598,0.58402
4.39098,0.418673,0.581327
4.42105,0.421364,0.578636
4.45113,0.424051,0.575949
4.4812,0.426735,0.573265
4.51128,0.429416,0.570584
4.54135,0.432093,0.567907
4.57143,0.434767,0.565233
4.6015,0.437437,0.562563
4.63158,0.440105,0.559895
4.66165,0.442768,0.557232
4.69173,0.445429,0.554571
4.7218,0.448086,0.551914
4.75188,0.45074,0.54926
4.78195,0.45339,0.54661
4.81203,0.456037,0.543963
4.84211,0.458681,0.541319
4.87218,0.461321,0.538679
4.90226,0.463958,0.536042
4.93233,0.466591,0.533409
4.96241,0.469221,0.530779
4.99248,0.471847,0.528153
5.02256,0.47447,0.52553
5.05263,0.477089,0.522911
5.08271,0.479705,0.520295
5.11278,0.482318,0.517682
5.14286,0.484927,0.515073
