t,E_dc,I,C_l,C_r
0,-10,0.0013807,0,8.04656e-05
0.08,-9.92,0.000129265,8.36001e-05,9.69367e-05
0.16,-9.84,0.000114595,0.000101761,0.00011305
0.24,-9.76,0.000102485,0.000114428,0.000124788
0.32,-9.68,8.51984e-05,0.00012085,0.000129628
0.4,-9.6,6.67265e-05,0.000121407,0.000128355
0.48,-9.52,5.36909e-05,0.000118919,0.00012452
0.56,-9.44,5.04657e-05,0.0001172,0.00012241
0.64,-9.36,5.86095e-05,0.000119665,0.00012561
0.72,-9.28,7.82774e-05,0.000128962,0.000136788
0.8,-9.2,0.000108734,0.000147032,0.000157832
0.88,-9.12,0.000146807,0.000174693,0.000189274
0.96,-9.04,0.000184306,0.000210297,0.000228688
1.04,-8.96,0.000208058,0.000248331,0.000269259
1.12,-8.88,0.00020648,0.000280197,0.000301173
1.2,-8.8,0.000179546,0.000298476,0.00031691
1.28,-8.72,0.000141233,0.000301866,0.000316506
1.36,-8.64,0.000110454,0.000296064,0.000307565
1.44,-8.56,0.000100646,0.000290219,0.000300618
1.52,-8.48,0.000117395,0.00029306,0.00030497
1.6,-8.4,0.000161854,0.000311453,0.00032762
1.68,-8.32,0.000233019,0.000350539,0.000373646
1.76,-8.24,0.000325083,0.000413121,0.000445344
1.84,-8.16,0.000421146,0.000496831,0.000538762
1.92,-8.08,0.000490884,0.000590345,0.000639603
2,-8,0.000502921,0.00067361,0.000724577
2.08,-7.92,0.000449423,0.000726611,0.000772649
2.16,-7.84,0.000358272,0.0007422,0.000779279
2.24,-7.76,0.000275804,0.00073106,0.000759787
2.32,-7.68,0.000239229,0.000714722,0.000739519
2.4,-7.6,0.000265996,0.000715345,0.000742441
2.48,-7.52,0.000360531,0.000750792,0.000786892
2.56,-7.44,0.00052162,0.000834579,0.000886343
2.64,-7.36,0.000738781,0.000975221,0.00104842
2.72,-7.28,0.0009778,0.00117053,0.00126778
2.8,-7.2,0.00117053,0.0013981,0.00151537
2.88,-7.12,0.00123592,0.0016124,0.00173742
2.96,-7.04,0.00113736,0.00176159,0.00187789
3.04,-6.96,0.000925176,0.00181913,0.00191474
3.12,-6.88,0.000709185,0.00180221,0.00187606
3.2,-6.8,0.000589705,0.00176005,0.00182136
3.28,-6.72,0.000619661,0.00174824,0.00181167
3.36,-6.64,0.000814784,0.00181313,0.00189501
3.44,-6.56,0.0011747,0.00199002,0.00210681
3.52,-6.48,0.00168098,0.0023031,0.00246975
3.6,-6.4,0.00226589,0.00275458,0.00297987
3.68,-6.32,0.00278002,0.00330214,0.00358043
3.76,-6.24,0.00302219,0.00384518,0.00415057
3.84,-6.16,0.00286623,0.00425416,0.0045469
3.92,-6.08,0.00238781,0.00444445,0.00469097
4,-6,0.00183728,0.00443463,0.00462598
4.08,-5.92,0.00147767,0.00433312,0.00448719
4.16,-5.84,0.00146494,0.00427718,0.00442795
4.24,-5.76,0.0018524,0.00438634,0.0045734
4.32,-5.68,0.00264522,0.00475244,0.00501622
4.4,-5.6,0.00381181,0.00544139,0.00581993
4.48,-5.52,0.00522077,0.00647398,0.00699354
4.56,-5.44,0.00655227,0.00777503,0.0084313
4.64,-5.36,0.00732485,0.0091286,0.00986906
4.72,-5.28,0.00715977,0.0102217,0.0109533
4.8,-5.2,0.00612381,0.0108083,0.0114409
4.88,-5.12,0.00476092,0.010875,0.0113715
4.96,-5.04,0.0037388,0.0106487,0.0110399
5.04,-4.96,0.00350324,0.0104608,0.0108238
5.12,-4.88,0.00422786,0.0106167,0.0110466
5.2,-4.8,0.00594135,0.011354,0.0119495
5.28,-4.72,0.00859005,0.0128468,0.0137032
5.36,-4.64,0.0119224,0.0151756,0.0163661
5.44,-4.56,0.0152694,0.0182177,0.0197522
5.52,-4.48,0.0175196,0.0215239,0.0233012
5.6,-4.4,0.0176373,0.0243647,0.0261737
5.68,-4.32,0.0155133,0.0260745,0.0276835
5.76,-4.24,0.0122558,0.0264826,0.0277665
5.84,-4.16,0.00949118,0.0260292,0.0270286
5.92,-4.08,0.00844626,0.025489,0.0263724
6,-4,0.00966401,0.0256276,0.0266205
6.08,-3.92,0.0132601,0.0270523,0.0283938
6.16,-3.84,0.0191397,0.0302111,0.0321353
