t,E_dc,I,C_l,C_r
0,-10,9.30365e-06,inf,5.42198e-07
0.08,-9.92,7.16381e-07,inf,5.87356e-07
0.16,-9.84,5.78492e-07,inf,6.36275e-07
0.24,-9.76,5.45277e-07,inf,6.89268e-07
0.32,-9.68,5.46531e-07,inf,7.46675e-07
0.4,-9.6,5.6127e-07,inf,8.08864e-07
0.48,-9.52,5.78978e-07,inf,8.76231e-07
0.56,-9.44,6.1118e-07,inf,9.4921e-07
0.64,-9.36,6.48564e-07,inf,1.02827e-06
0.72,-9.28,6.84721e-07,inf,1.11391e-06
0.8,-9.2,7.35408e-07,inf,1.20668e-06
0.88,-9.12,7.8532e-07,inf,1.30718e-06
0.96,-9.04,8.44354e-07,inf,1.41605e-06
1.04,-8.96,9.03086e-07,inf,1.53399e-06
1.12,-8.88,9.74174e-07,inf,1.66176e-06
1.2,-8.8,1.05185e-06,inf,1.80016e-06
1.28,-8.72,1.13349e-06,inf,1.95009e-06
1.36,-8.64,1.22325e-06,inf,2.1125e-06
1.44,-8.56,1.32226e-06,inf,2.28845e-06
1.52,-8.48,1.42619e-06,inf,2.47905e-06
1.6,-8.4,1.54283e-06,inf,2.68552e-06
1.68,-8.32,1.66723e-06,inf,2.90919e-06
1.76,-8.24,1.80288e-06,inf,3.15148e-06
1.84,-8.16,1.94994e-06,inf,3.41396e-06
1.92,-8.08,2.10959e-06,inf,3.6983e-06
2,-8,2.28201e-06,inf,4.00632e-06
2.08,-7.92,2.47049e-06,inf,4.33999e-06
2.16,-7.84,2.67315e-06,inf,4.70146e-06
2.24,-7.76,2.89268e-06,inf,5.09303e-06
2.32,-7.68,3.13217e-06,inf,5.51721e-06
2.4,-7.6,3.39175e-06,inf,5.97672e-06
2.48,-7.52,3.67193e-06,inf,6.4745e-06
2.56,-7.44,3.97619e-06,inf,7.01374e-06
2.64,-7.36,4.30595e-06,inf,7.59789e-06
2.72,-7.28,4.66339e-06,inf,8.2307e-06
2.8,-7.2,5.04992e-06,inf,8.91621e-06
2.88,-7.12,5.4686e-06,inf,9.65881e-06
2.96,-7.04,5.92299e-06,inf,1.04633e-05
3.04,-6.96,6.41419e-06,inf,1.13347e-05
3.12,-6.88,6.94711e-06,inf,1.22787e-05
